case_id,explainability_score_mean,explainability_score_median,composite_score
1041064153850317,4.439248911481323,4.502411105510735,3.4296995249584303
1102224550126222,3.1850538176861956,3.1741878123301905,3.415859551978152
1105293557502393,2.982990567306273,3.0290030521015936,2.2130999953587707
1160762850790949,2.9286100654513643,2.9560138249236614,2.6200611056121783
1188092357045176,2.927635827787777,2.9562002142805985,2.6200611056121783
1156909359234239,2.927059015535732,2.9561713482870773,2.6200611056121783
1189309153024166,2.8630767298579025,2.7858225130986556,3.9002586062878746
1040237250879902,2.753168446997522,2.6751020762795497,3.8409444363723986
1093360950205123,2.623386437053841,2.6655510540892493,2.0203289431334728
1026887757765703,2.464711341714564,2.49709342723102,2.1102887675052786
1095905450128467,2.4203856622139823,2.439824330387057,2.350181632496761
1141323651499550,2.388552507673751,2.3575853319779463,2.769994146231854
1093360955736427,2.346495505099312,2.379980690714876,1.8703959025137964
1218577550953777,2.2259931438567375,2.134084593395607,3.5605501785901468
1147406553907259,2.0868063877773944,2.08174634485235,2.1702619837531487
1230366756230969,2.082766100392323,2.0810721101358816,2.1702619837531487
1189309153774431,2.080428930431942,2.082429238339584,2.1702619837531487
1026887750239281,1.8484375266570146,1.8784883867983826,1.48095943337178
1120464655611611,1.84405587403588,1.8270841820763146,2.041747948936283
1026887751513702,1.843469243309757,1.8285619293776034,2.041747948936283
1243354154729238,1.816829035392464,1.8687383996577287,1.1507173075393502
1193411452152296,1.7830687805666896,1.808903620858349,1.5705298212744436
1105227354389393,1.7820233655025497,1.807640595449912,1.5705298212744436
1192422650241018,1.7808023593162035,1.8037686956861387,1.5705298212744436
1211086355875120,1.7730196838049812,1.7878269321590765,1.7412228213645364
1156580358056251,1.6636278155076092,1.6373833456382059,1.9453624228236344
1141323655972946,1.662913786501863,1.638581185713127,1.9453624228236344
1088569656443683,1.6598333806834389,1.6303267187925086,1.9453624228236344
1218577553462705,1.6295350098982346,1.657569227436532,1.270663740035091
1188092353367019,1.6283224675907535,1.6593338519169238,1.270663740035091
1026887754137212,1.6275883449735333,1.6550999626776957,1.270663740035091
1137815055743226,1.5219321200849578,1.4983897940637447,1.8703959025137962
1086720253652133,1.4352075771362505,1.4770246515839394,0.8851216355844946
1192869255947318,1.4008807261914384,1.4442572831197995,0.8208646181760622
1043978151129150,1.3890370711166384,1.4136210540704721,1.1421497052182257
1088569652937462,1.3624395360242303,1.3684088744202443,1.3456302603449293
1141323656921446,1.3606533332910817,1.3672838009259272,1.3456302603449293
1086720259071382,1.297913153563754,1.3272093098903543,0.9622300564746141
1141323652541396,1.2972885265426224,1.3303120979582075,0.9622300564746141
1141323653155287,1.2449441820511298,1.207333382882072,1.7204628618941196
1141323659735304,1.244752007777476,1.2028152215016603,1.7204628618941196
1043978155811525,1.2403812718122367,1.1982483921232494,1.7204628618941196
1218577555494760,1.2384833123491277,1.270762149196663,0.8422836239788727
1218577557910301,1.2102341750207415,1.2303618569409205,1.045764179105577
1075418456625924,1.209744043704591,1.2319464558363193,1.045764179105577
1218577557024984,1.2082070452604252,1.2332239499911222,1.045764179105577
1093360950636786,1.1624626045928366,1.1948385498566447,0.6923505833591966
1187988653021526,1.1171154470583953,1.1461805289341425,0.8658445303619655
1026887753452091,1.055100750799251,1.0828784256219874,0.745898097866224
1147406557174042,1.017378414642798,1.001954163889078,1.1616215286753264
1141323657361873,1.016280159350709,1.000005093751291,1.1616215286753264
1105293551137224,1.0158076206653173,1.0004976566196486,1.1616215286753264
1093360954422699,1.0153152321421628,1.0012834059620173,1.1616215286753264
1156909351983905,0.9776604753714293,0.9996318798451296,0.790878010052127
1141323655108847,0.9570155317453081,0.9627546544446979,0.9108244425478682
1141323659798652,0.9558252277604895,0.9625810972158031,0.9108244425478682
1141323651644170,0.9406190500057762,0.920840750688553,1.120730699415415
1141323653994053,0.9362990422905507,0.9153984366631214,1.120730699415415
1093360956535476,0.8728881337404399,0.8989289438971105,0.5852555543451422
1188092357292244,0.8667751833288185,0.8828183845374801,0.7309047938042567
1141323651161513,0.8666033356773661,0.8832607655118077,0.7309047938042567
1088636254849848,0.8641174086388917,0.8799857560599227,0.7309047938042567
1211086359358922,0.8629580823721543,0.8628277953267253,0.8617554474359738
1102224550078440,0.7893550319450725,0.7874345715291107,0.8208646181760622
1147406559155076,0.7721149050284282,0.7878475417842066,0.6818357986923623
1105293553884408,0.7600840356202482,0.7802394828184862,0.5252823380972718
1211086353008088,0.7113886395468101,0.7304605859696108,0.5618893661966211
1071547752467293,-0.5050670864608612,-0.511944493787765,-0.5285327474010243
1043978156140154,-0.505114813620461,-0.5125078555776867,-0.5285327474010243
1147406552522246,-0.5051326645517289,-0.5133309147871228,-0.5285327474010243
1190622252008677,-0.5053504517642321,-0.5159097740040657,-0.5285327474010243
1093360957695180,-0.5058545944883001,-0.5128557161400016,-0.5285327474010243
1043978150501762,-0.5061687805221886,-0.5116475111331158,-0.5285327474010243
1141323655420069,-0.5063212349051314,-0.5140327397406003,-0.5285327474010243
1041064159980986,-0.5064869114153688,-0.5154593150063531,-0.5285327474010243
1043978156498272,-0.5067026350002034,-0.5130357254551632,-0.5285327474010243
1105293550367895,-0.5067125922834763,-0.5164068940402892,-0.5285327474010243
1147406554696391,-0.5068815152840428,-0.512014905564141,-0.5285327474010243
1187988654357764,-0.5070062916569867,-0.5142527377182042,-0.5285327474010243
1086720251707133,-0.5070225541004962,-0.5135564453838807,-0.5285327474010243
1093360950289849,-0.5071809020253486,-0.5114514011163782,-0.5285327474010243
1189309155430447,-0.5072050710225217,-0.5171502700669759,-0.5285327474010243
1093360951816597,-0.50725685275218,-0.5159229173480129,-0.5285327474010243
1105293557214202,-0.5072586870251324,-0.5166600439202469,-0.5285327474010243
1147406550955371,-0.5072623400048711,-0.515949940575614,-0.5285327474010243
1188092350969842,-0.5072696629383013,-0.514117534855157,-0.5285327474010243
1101693551683155,-0.5073876478108142,-0.5143305892480496,-0.5285327474010243
1236922150178679,-0.5073884290811862,-0.5167127994555127,-0.5285327474010243
1141323657332361,-0.5074206327602342,-0.5166169207919697,-0.5285327474010243
1129351756805129,-0.5074254177608136,-0.5156318122620651,-0.5285327474010243
1105293551882937,-0.5074830888856038,-0.5130410734182516,-0.5285327474010243
1040237258736291,-0.5074978750038932,-0.5150512790416799,-0.5285327474010243
1043978156925922,-0.5075024864079739,-0.5140037074750267,-0.5285327474010243
1053232651742525,-0.5075813779835169,-0.5184038368896349,-0.5285327474010243
1043978155725911,-0.5076273171217958,-0.5137432219043829,-0.5285327474010243
1241006655755138,-0.5076368899486718,-0.5150839108942941,-0.5285327474010243
1213679950323020,-0.5076497276424309,-0.5156530380967675,-0.5285327474010243
1129351755101140,-0.5076708537069995,-0.517328000733512,-0.5285327474010243
1088569659532499,-0.5077427762413135,-0.5161301193795363,-0.5285327474010243
1156909351887095,-0.507747588903001,-0.5161503832979499,-0.5285327474010243
1093360959225625,-0.5078088214485567,-0.5135822051158899,-0.5285327474010243
1137815052705433,-0.5078819365443423,-0.5147654698717545,-0.5285327474010243
1097544651473674,-0.5078921531292643,-0.5161992769480799,-0.5285327474010243
1151210453379869,-0.5078936418460511,-0.5139397858998336,-0.5285327474010243
1004616657379357,-0.507901658092646,-0.5156093341411576,-0.5285327474010243
1141323653836642,-0.5079040971238575,-0.518254766635187,-0.5285327474010243
1102224558402174,-0.5079136829546823,-0.5168967321849672,-0.5285327474010243
1102224555490259,-0.5079282449881809,-0.5155985324914375,-0.5285327474010243
1141323653410264,-0.507959000880789,-0.5141412510861083,-0.5285327474010243
1088636256034024,-0.5079675387369861,-0.5154486845280184,-0.5285327474010243
1214513754100996,-0.5080429578910455,-0.518573585311618,-0.5285327474010243
1093360951002383,-0.5080641100526079,-0.5152254143265598,-0.5285327474010243
1027414558307391,-0.5080896630025642,-0.5162753723341496,-0.5285327474010243
1129351755831566,-0.5081247090794843,-0.5154149821817149,-0.5285327474010243
1211086355498995,-0.5081631440591982,-0.5160723218386132,-0.5285327474010243
1187988656855230,-0.50819223973381,-0.5155600112719076,-0.5285327474010243
1040237251966612,-0.5082063906225097,-0.5179750903934993,-0.5285327474010243
1044929754773340,-0.5082719305768539,-0.5180161651197127,-0.5285327474010243
1192422656051681,-0.5083026675429452,-0.5170228173373883,-0.5285327474010243
1121287359983953,-0.5083138114991453,-0.5168878210868203,-0.5285327474010243
1218577553930112,-0.5083254826704392,-0.5121829530875375,-0.5285327474010243
1230366753999109,-0.5083451867468124,-0.5140669907474545,-0.5285327474010243
1212474157320234,-0.5083675055284201,-0.5183153674916051,-0.5285327474010243
1192422656091680,-0.5083736641410201,-0.512181030731582,-0.5285327474010243
1093360954694185,-0.50838649104923,-0.518263151485141,-0.5285327474010243
1129351757001251,-0.508396623715216,-0.5147283723761671,-0.5285327474010243
1234073751192088,-0.508414484898817,-0.5165692149490722,-0.5285327474010243
1188092355238105,-0.5084526767389208,-0.5173909999826278,-0.5285327474010243
1041064156839020,-0.5084539550690257,-0.5153482609975322,-0.5285327474010243
1154028351114398,-0.508454361534623,-0.517262595335499,-0.5285327474010243
1129351750845269,-0.508476765149197,-0.5116519370410286,-0.5285327474010243
1218577554133721,-0.5084939836504622,-0.5170769926599084,-0.5285327474010243
1075418456348027,-0.5084984054600246,-0.5156365401625752,-0.5285327474010243
1105227353537165,-0.5085368199725658,-0.5175772087063042,-0.5285327474010243
1120464650533006,-0.5085435160884407,-0.5168498773043166,-0.5285327474010243
1192869253222889,-0.5085694799971053,-0.5184532492353577,-0.5285327474010243
1218577559200846,-0.5086654901515049,-0.5157886612246638,-0.5285327474010243
1121361355481818,-0.508695125382604,-0.5165847196465245,-0.5285327474010243
1207404152874646,-0.5087007953268611,-0.5141199146413005,-0.5285327474010243
1189309155255832,-0.5087338664676687,-0.5178588389760252,-0.5285327474010243
1218577556614076,-0.5087688055314438,-0.5143242514271974,-0.5285327474010243
1141323659753947,-0.5087706535917683,-0.5165012980262669,-0.5285327474010243
1065000155609649,-0.5087747951247539,-0.5153492915569121,-0.5285327474010243
1095905459281953,-0.5087806611305892,-0.5153402722372536,-0.5285327474010243
1156904254093116,-0.5087843555402676,-0.5170707713379001,-0.5285327474010243
1086720251723789,-0.5088115847215281,-0.5159938329741613,-0.5285327474010243
1093360955438657,-0.5088268376554135,-0.5165668205884423,-0.5285327474010243
1086720259535316,-0.5088441526179901,-0.5164502534206942,-0.5285327474010243
1093360956058164,-0.5088633497979215,-0.5161344818069457,-0.5285327474010243
1147406556451222,-0.5088704336342977,-0.5166796299054369,-0.5285327474010243
1147406556896759,-0.5088991649171518,-0.5215284178213125,-0.5285327474010243
1190622259697640,-0.5089266759146048,-0.5155198842549047,-0.5285327474010243
1247519858387960,-0.5089434120970644,-0.5167293581939919,-0.5285327474010243
1027414559166131,-0.5089612192988696,-0.517623416152344,-0.5285327474010243
1154028358773579,-0.5090064925140738,-0.5154142595714857,-0.5285327474010243
1097544659969148,-0.5090267282361539,-0.5158718230955264,-0.5285327474010243
1147406558721487,-0.5090679194460773,-0.5162196024375931,-0.5285327474010243
1093360950290463,-0.5091094071574035,-0.5173618097470998,-0.5285327474010243
1129351755525523,-0.5091357257107731,-0.5179118109979175,-0.5285327474010243
1102224552391187,-0.5091921717533293,-0.5169772945772235,-0.5285327474010243
1044929756486000,-0.5092023441303482,-0.5167879083689328,-0.5285327474010243
1102224553978610,-0.509228378831478,-0.5163619620148958,-0.5285327474010243
1218577554211038,-0.5092530269624598,-0.5156853567010788,-0.5285327474010243
1027414556140866,-0.5092680112352534,-0.5177749630939643,-0.5285327474010243
1040237259239338,-0.5092917321411151,-0.5185821344146209,-0.5285327474010243
1093360952624179,-0.509323188591961,-0.5136666906862368,-0.5285327474010243
1192422658367071,-0.5093270203628897,-0.5174540036568188,-0.5285327474010243
1207404156502688,-0.5093421982822665,-0.5190026973616246,-0.5285327474010243
1212474152979134,-0.5093573124618683,-0.5185581082733508,-0.5285327474010243
1137815055092691,-0.5093948116079513,-0.516812156594173,-0.5285327474010243
1141323652164077,-0.5093950148030405,-0.5151743006470149,-0.5285327474010243
1105293553792271,-0.5094241098393358,-0.5161727447207113,-0.5285327474010243
1105293556129930,-0.5094649305794953,-0.5165462183297769,-0.5285327474010243
1156909354721804,-0.5094875344823507,-0.5189070905080422,-0.5285327474010243
1192869254164323,-0.5094968651236885,-0.5169912496145213,-0.5285327474010243
1086720250482798,-0.5095004691148917,-0.5170854102822211,-0.5285327474010243
1218577553923012,-0.5095590198724248,-0.518714574239161,-0.5285327474010243
1121287353762508,-0.5095752951853474,-0.5182371395502906,-0.5285327474010243
1093360957290683,-0.5096347773725862,-0.5182137198845146,-0.5285327474010243
1247519856545860,-0.5096364327789826,-0.5201155588373023,-0.5285327474010243
1105227353702175,-0.5096372245696903,-0.5158621798663396,-0.5285327474010243
1230366758981887,-0.5096435466800018,-0.5172484326429015,-0.5285327474010243
1093360955447530,-0.5096711298522503,-0.517939265819944,-0.5285327474010243
1040237256446284,-0.5097066598337157,-0.5202378662349305,-0.5285327474010243
1211086352268728,-0.5097110358557125,-0.5187495349131204,-0.5285327474010243
1071547759170987,-0.5097123458555091,-0.5175764412333361,-0.5285327474010243
1093360952935265,-0.5097323758616202,-0.5173656197912884,-0.5285327474010243
1088569657959841,-0.5097392005103587,-0.5167695943543988,-0.5285327474010243
1141323658006032,-0.5097832487668009,-0.5215397622996902,-0.5285327474010243
1093360953512860,-0.5098099664798338,-0.5181854775256288,-0.5285327474010243
1167394853339862,-0.5098601047981499,-0.5171166320958009,-0.5285327474010243
1207404151988570,-0.509860910047723,-0.5143726759346527,-0.5285327474010243
1088636252555178,-0.5098954031162564,-0.519027258441815,-0.5285327474010243
1147406559083645,-0.5099296587453864,-0.5165571007396375,-0.5285327474010243
1156904255883502,-0.5099903859492936,-0.5214150548268421,-0.5285327474010243
1102224550146341,-0.5099953314986732,-0.5194111250991664,-0.5285327474010243
